"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.481522155E0,3.594923764E-2,-1.894637644E-1,-1.649379730E-2,1.935482138E-1
2.489696731E0,-5.338086747E-3,-6.750294566E-2,-1.409626007E-2,6.916536265E-2
2.497872808E0,-6.515039504E-2,1.428151727E-1,1.343460083E-1,2.066146110E-1
2.506047885E0,-9.874872118E-2,1.618990302E-1,-1.409339905E-2,1.901610628E-1
2.514222539E0,-1.725431085E-1,7.555682957E-2,-9.305000305E-3,1.885909378E-1
2.522417001E0,-5.556610972E-2,-5.110390857E-2,5.294322968E-2,9.220730767E-2
2.530592231E0,-6.952725351E-2,-7.992674410E-2,-9.070873260E-2,1.394646822E-1
2.538767308E0,8.552773297E-2,7.802759111E-2,1.199827194E-1,1.667307741E-1
2.546941693E0,1.376986876E-2,1.234155148E-1,-5.479431152E-2,1.357328816E-1
2.555117500E0,2.405517399E-1,9.670354426E-2,1.464271545E-2,2.596750357E-1
2.563292347E0,1.395261884E-1,-4.227025807E-2,-2.126884460E-2,1.473319236E-1
2.571467654E0,1.603164971E-1,-5.199958012E-2,-4.506111145E-3,1.685990528E-1
2.579643308E0,3.038441204E-2,-4.443407059E-3,-2.605056763E-2,4.026895125E-2
2.587818039E0,7.488650829E-2,9.815371782E-2,5.535793304E-2,1.353020406E-1
2.595994154E0,-6.902713329E-2,8.093202859E-2,-1.167678833E-2,1.070097461E-1
2.604171693E0,-7.642351091E-2,4.239213467E-2,8.888244629E-2,1.246504527E-1
2.612363539E0,-1.076258272E-1,-4.388529807E-2,-5.955791473E-2,1.306000891E-1
2.620557962E0,-4.741379991E-3,-1.763311774E-2,3.381729126E-2,3.843197514E-2
2.628736000E0,-3.126905113E-2,4.684405029E-2,-1.645946503E-2,5.867736016E-2
2.636913500E0,-5.556972027E-1,-2.333755195E-1,-8.532633781E0,8.553894012E0
2.645090346E0,2.613082528E-3,-2.174610198E-1,-7.711692810E0,7.714758721E0
2.653267577E0,-4.260418713E-1,1.043039113E-1,2.631297112E0,2.667604819E0
2.661443308E0,6.395294666E-1,3.441300988E-1,2.399029732E0,2.506544856E0
2.669617654E0,8.440878987E-2,4.449183941E-1,-2.082907677E0,2.131567876E0
2.677792192E0,1.256207973E-1,1.885382533E-1,8.452014923E-1,8.750387536E-1
2.685968115E0,4.335545897E-1,4.161228538E-1,-2.657051086E-1,6.570593706E-1
2.694142885E0,-6.527384743E-3,-5.350855589E-1,-2.868270874E-2,5.358935154E-1
2.702316808E0,-1.030807644E-1,-5.784109235E-3,-3.107452393E-2,1.078180224E-1
2.710513346E0,-2.268618643E-1,1.884481907E-1,9.103012085E-2,3.086511120E-1
2.718689923E0,-1.655759811E-1,3.465408981E-1,1.317300797E-1,4.060280944E-1
2.726864884E0,-2.961706519E-1,3.137240708E-1,-8.474988937E-1,9.509964367E-1
2.735040769E0,-1.737543382E-2,-1.269806772E-1,6.081790924E-1,6.215366494E-1
2.743217154E0,1.212232560E-1,-2.343133241E-1,1.341257095E-1,2.959518839E-1
2.751393923E0,1.312880963E-1,-1.675050706E-1,-1.220531464E-1,2.453395269E-1
2.759571269E0,3.647734523E-1,2.556724548E-1,3.041143417E-1,5.393640779E-1
2.767749154E0,1.683345884E-1,3.068742454E-1,-1.866931915E-1,3.966896569E-1
2.775926500E0,3.605759144E-1,1.260928214E-1,-1.431083679E-2,3.822553985E-1
2.784104038E0,1.196543574E-1,-8.541160822E-2,-1.431179047E-2,1.477062471E-1
2.792282076E0,7.805713266E-2,-7.394295931E-2,-7.416725159E-2,1.306187521E-1
2.800460346E0,-1.045461297E-1,6.887710840E-2,-2.339363098E-3,1.252174984E-1
2.808658769E0,-3.591567650E-2,2.545245588E-1,4.554748535E-2,2.610503022E-1
2.816854192E0,-2.035053670E-1,1.673927158E-1,-6.458282471E-2,2.713036988E-1
2.825029769E0,-3.633993492E-2,2.085399255E-2,6.709957123E-2,7.910646202E-2
2.833205538E0,-9.364925325E-2,-1.181507856E-1,-9.331226349E-2,1.773047356E-1
2.841381922E0,1.194387674E-1,1.319224015E-2,4.555320740E-2,1.285097236E-1
2.849558346E0,7.352869213E-2,1.631133258E-1,-7.117271423E-3,1.790616687E-1
2.857736153E0,2.112697512E-1,1.971815526E-1,-2.626609802E-2,2.901816334E-1
2.865934230E0,2.119381279E-1,5.676867068E-2,4.316997528E-2,2.236159627E-1
2.874113153E0,2.169997394E-1,-4.513782635E-2,-9.499549866E-3,2.218480374E-1
2.882292768E0,1.167177036E-1,-4.372742400E-2,-3.583431244E-2,1.296888889E-1
2.890471499E0,8.822055906E-2,7.735969126E-2,3.599548340E-2,1.227316736E-1
2.898648922E0,-7.037702017E-3,1.573937982E-1,4.876136780E-3,1.576265006E-1
2.906825884E0,-5.128024891E-2,1.296257973E-1,1.445865631E-2,1.401483642E-1
2.915022307E0,-9.269911796E-2,1.872383803E-2,2.490997314E-3,9.460398326E-2
2.923198653E0,-8.329655975E-2,-2.491675317E-2,-1.426601410E-2,8.810607592E-2
2.931375999E0,-2.382601798E-2,3.456202894E-2,4.080200195E-2,5.854072378E-2
2.939553114E0,-6.487126946E-1,-3.437218368E-1,-9.203210831E0,9.232446179E0
2.947732191E0,2.161365271E0,-1.581289411E0,2.717446136E1,2.730610420E1
2.955909730E0,-4.952221811E-1,1.684593260E-1,-8.628417969E0,8.644259378E0
2.964087345E0,8.276763558E-1,5.560068488E-1,-4.417121887E0,4.528262087E0
2.972264999E0,1.028886318E0,1.342161417E0,-1.075592041E-1,1.694571718E0
2.980441730E0,2.205253989E-1,7.341491580E-1,7.064905167E-1,1.042465965E0
2.988619153E0,7.386828065E-1,2.283227444E-1,-5.887756348E-1,9.718231898E-1
2.996797306E0,2.280451655E-1,-6.651055217E-1,1.797485352E-1,7.257268690E-1
3.004975845E0,-6.522992253E-1,-5.608319044E-1,5.412645340E-1,1.016363124E0
3.013173153E0,-1.829350740E-1,8.028964698E-2,-7.611799240E-1,7.869603201E-1
3.021349845E0,-2.389340699E-1,5.375895500E-1,5.556335449E-1,8.092098926E-1
3.029525883E0,-2.323620319E-1,5.097438097E-1,-7.165527344E-2,5.647701689E-1
3.037701576E0,-2.734916806E-1,4.623871297E-3,-5.250549316E-2,2.785245166E-1
3.045878960E0,9.066413343E-2,-3.823263347E-1,1.940956116E-1,4.382539421E-1
3.054054845E0,1.496539079E-2,-3.538898826E-1,-2.416496277E-1,4.287849746E-1
3.062230652E0,2.966884673E-1,1.585769504E-1,1.653661728E-1,3.748555281E-1
3.070408652E0,2.764647007E-1,3.947563171E-1,-1.291141510E-1,4.989346096E-1
3.078585845E0,4.230689704E-1,1.854050308E-1,-2.081136703E-1,5.066297257E-1
3.086762460E0,2.033179402E-1,-8.101116121E-2,1.007471085E-1,2.409376951E-1
3.094938845E0,1.252044588E-1,-1.408258677E-1,1.216506958E-2,1.888281505E-1
3.103129306E0,-8.138871193E-2,-2.360280231E-2,-9.078407288E-2,1.241892209E-1
3.111325691E0,-4.177996516E-2,1.913899183E-1,7.442188263E-2,2.095573500E-1
3.119501460E0,-2.262785137E-1,1.742525101E-1,-5.725669861E-2,2.912803333E-1
3.127679421E0,-1.734134257E-1,1.116454974E-2,4.808902740E-2,1.803036825E-1
3.135857652E0,-2.359730154E-1,-1.154883206E-1,-4.289150238E-2,2.661963508E-1
3.144035575E0,-1.303298920E-1,-4.860699922E-2,-2.373695374E-2,1.411097591E-1
3.152212575E0,-3.619173542E-3,1.234908998E-1,8.400440216E-2,1.493982608E-1
3.160388883E0,1.260125190E-1,1.540016532E-1,-2.612781525E-2,2.006946109E-1
3.168564614E0,2.235075533E-1,5.065282807E-2,2.176189423E-2,2.302062454E-1
3.176742075E0,2.134069353E-1,-2.166106179E-2,-6.964683533E-3,2.146164683E-1
3.184919537E0,1.976940632E-1,-5.315874889E-2,-5.723762512E-2,2.125674974E-1
3.193097498E0,1.270727813E-1,3.246655688E-2,-1.652908325E-2,1.321922073E-1
3.201293806E0,8.699292690E-2,1.250047237E-1,5.530834198E-2,1.620276611E-1
3.209469690E0,-4.770921916E-2,1.025400534E-1,2.643585205E-3,1.131265693E-1
3.217646767E0,-4.379008338E-2,1.668803394E-3,4.813766479E-2,6.509678240E-2
3.225823498E0,-1.512172967E-1,-4.892826080E-2,-5.720615387E-2,1.689177006E-1
3.234001113E0,-1.060724258E-1,2.984451503E-2,5.771827698E-2,1.243923394E-1
3.242177536E0,-1.250293255E-1,8.692557365E-2,-5.480766296E-2,1.618402530E-1
3.250355806E0,-2.909095958E-3,1.129373088E-1,1.941490173E-2,1.146308727E-1
3.258531382E0,-2.872588113E-3,2.629774064E-2,-2.607154846E-2,3.714227463E-2
3.266706690E0,1.404745430E-1,-1.220603287E-2,1.702594757E-2,1.420280513E-1
3.274882921E0,1.376717091E-1,-1.250927150E-2,-4.761409760E-2,1.462090409E-1
3.283061036E0,1.705320030E-1,7.084538788E-2,1.463985443E-2,1.852418915E-1
3.291237959E0,-3.099198453E-2,-1.232388765E-1,-9.299278259E-3,1.274158560E-1
3.299435228E0,1.525696754E0,-2.736146450E-1,3.673484421E1,3.676753180E1
3.307629421E0,-6.195214391E-1,-5.242978036E-2,-8.344802856E0,8.367932266E0
3.315804728E0,-4.452733397E-1,-1.633814573E0,-2.603790760E0,3.106017503E0
3.323979613E0,1.426773071E0,1.888518095E0,2.790320396E0,3.658971154E0
3.332155690E0,1.811750531E-1,1.116555572E0,1.733903885E-1,1.144370994E0
3.340331805E0,1.065665931E-1,-1.697143167E-1,-7.819204330E-1,8.071920166E-1
3.348508651E0,1.850948334E-1,-7.435863614E-1,2.954254150E-1,8.212532801E-1
3.356705382E0,-6.624574661E-1,-8.589838147E-1,1.852722168E-1,1.100467575E0
3.364881228E0,-7.181863487E-2,2.828055024E-1,-1.165069580E0,1.201051204E0
3.373057459E0,6.801985204E-3,7.046229839E-1,8.604230881E-1,1.112145542E0
3.381231920E0,-4.939205199E-2,4.634845853E-1,-5.178451538E-2,4.689767282E-1
3.389407267E0,-2.374524325E-1,-1.274128258E-1,-1.260185242E-1,2.974867297E-1
3.397583805E0,1.272942424E-1,-5.739523768E-1,7.269954681E-2,5.923768894E-1
3.405779036E0,-3.420607373E-2,-2.909025550E-1,-3.678483963E-1,4.702199428E-1
3.413953613E0,1.765660942E-1,1.616587937E-1,1.445083618E-1,2.796279990E-1
3.422127882E0,1.547932625E-1,4.540011585E-1,-1.595563889E-1,5.055059319E-1
3.430303843E0,1.458145976E-1,1.235689670E-1,-9.491729736E-2,2.134021551E-1
3.438481228E0,1.132430881E-2,-2.399549186E-1,6.309986115E-2,2.483710841E-1
3.446657766E0,-7.222237438E-2,-2.875831425E-1,-5.661487579E-2,3.018698054E-1
3.454834920E0,-9.616689384E-2,-5.048684776E-3,-1.112556458E-2,9.693987248E-2
3.463011420E0,-1.247513220E-1,2.533196211E-1,1.253452301E-1,3.089419840E-1
3.471188612E0,-2.106754184E-1,2.101584673E-1,-2.070331573E-2,2.982940505E-1
3.479365343E0,-1.289439499E-1,-7.236196101E-2,4.872703552E-2,1.556827531E-1
3.487541728E0,-9.304624796E-2,-2.206627876E-1,-1.831245422E-2,2.401770515E-1
3.495738535E0,-5.188825727E-2,-1.320871860E-1,-1.113414764E-2,1.423495177E-1
3.503932997E0,5.313728005E-2,1.122447550E-1,1.061840057E-1,1.633936922E-1
3.512106997E0,8.236297965E-2,1.863636523E-1,-5.901908875E-2,2.121280843E-1
3.520281728E0,1.537278891E-1,7.637514919E-2,4.393386841E-2,1.771880698E-1
3.528455843E0,5.085965246E-2,-1.389629841E-1,-1.352882385E-2,1.485948999E-1
3.536629766E0,5.073787272E-2,-1.506633610E-1,-5.423259735E-2,1.679730772E-1
3.544801651E0,-4.965047911E-2,-3.098082542E-2,-3.029251099E-2,6.589854203E-2
3.552973651E0,-2.824950218E-2,1.390564442E-1,3.674793243E-2,1.465781006E-1
3.561146843E0,-1.239098981E-1,8.163900673E-2,8.325576782E-4,1.483889599E-1
3.569321112E0,-8.322443813E-2,-2.580412477E-2,2.956008911E-2,9.201064518E-2
3.577496612E0,-1.402361095E-1,-1.166135594E-1,-5.663585663E-2,1.909777707E-1
3.585671881E0,-6.101410836E-2,-4.924957454E-2,4.152107239E-2,8.872565279E-2
3.593863304E0,-6.310224533E-2,5.862243474E-2,-5.425167084E-2,1.017925685E-1
3.602057996E0,2.820482105E-2,9.933823347E-2,1.757335663E-2,1.047493171E-1
3.610232573E0,3.075794876E-2,8.246958256E-3,-8.763313293E-3,3.302816059E-2
3.618408227E0,9.527039528E-2,-8.737030625E-2,2.236080170E-2,1.311869814E-1
3.626585843E0,4.490051419E-2,-8.015469462E-2,-6.369590759E-3,9.209453257E-2
3.634764727E0,-2.513237596E-1,-4.954908192E-1,-9.401254654E-1,1.092021371E0
3.642942727E0,1.803615689E0,-1.799310803E0,2.656492233E1,2.668680662E1
3.651119035E0,-8.846894652E-2,6.721910238E-1,-1.717612267E0,1.846580468E0
3.659296035E0,4.198220968E-1,-4.950069189E-1,-2.019221306E0,2.120975513E0
3.667472073E0,1.505839229E-1,6.917808652E-1,-9.154119492E-1,1.157244710E0
3.675647727E0,3.188683391E-1,7.520673275E-1,7.078752518E-1,1.080911493E0
3.683824496E0,-8.310723305E-2,5.129639804E-2,-7.118997574E-1,7.185676010E-1
3.692022035E0,-2.321307659E-1,-5.634689331E-1,1.164674759E-1,6.204406531E-1
3.700198496E0,-5.855904222E-1,-4.115083218E-1,2.265748978E-1,7.507272645E-1
3.708373804E0,-1.486875862E-1,-8.542074263E-2,-5.635318756E-1,5.890440360E-1
3.716549035E0,-7.502086461E-3,1.881861687E-1,5.090637207E-1,5.427855812E-1
3.724724111E0,2.215995640E-2,3.900958896E-1,-3.001976013E-1,4.927316375E-1
3.732898881E0,-9.405794740E-2,1.462548971E-4,4.276227951E-1,4.378449198E-1
3.741072611E0,1.303655654E-1,-2.669212520E-1,-4.883098602E-2,3.010425229E-1
3.749246688E0,-4.599558562E-2,-2.735031545E-1,-2.260189056E-1,3.577766274E-1
3.757421227E0,1.385348588E-1,-3.370057046E-2,1.833829880E-1,2.322863660E-1
3.765595419E0,-5.766974390E-2,1.676850617E-1,-1.589927673E-1,2.381654453E-1
3.773771111E0,5.736172199E-2,1.294280291E-1,-8.477401733E-2,1.650109568E-1
3.781947688E0,-1.151933298E-1,-7.847164571E-2,6.845188141E-2,1.552834907E-1
3.790144419E0,-1.316539347E-1,-1.903304309E-1,-2.493476868E-2,2.327663509E-1
3.798341111E0,-2.242287099E-1,-1.439977586E-1,-6.086635590E-2,2.733469995E-1
3.806519111E0,-8.696527779E-2,5.279202759E-2,1.354436874E-1,1.693958387E-1
3.814693880E0,-2.269930542E-1,1.200615019E-1,-3.934955597E-2,2.597864477E-1
3.822868803E0,-3.919425607E-2,3.401780128E-2,1.114721298E-1,1.229611168E-1
3.831042880E0,-5.519921333E-2,-1.042263582E-1,-2.501296997E-2,1.205642384E-1
3.839218457E0,2.474528551E-2,-1.587175876E-1,1.327800751E-2,1.611828379E-1
3.847413457E0,3.697998822E-2,-2.649797499E-2,2.284526825E-2,5.090745023E-2
3.855587457E0,5.178166181E-2,5.498531461E-2,-5.138015747E-2,9.134903340E-2
3.863760842E0,6.105524302E-2,5.287297815E-2,3.241634369E-2,8.702938502E-2
3.871935380E0,-2.010648698E-2,-3.560929745E-2,1.804733276E-2,4.469898325E-2
3.880111726E0,-7.529194653E-2,-1.142370328E-1,-3.702354431E-2,1.417382084E-1
3.888287765E0,-1.369553655E-1,-7.557085901E-2,-1.548576355E-2,1.571863091E-1
3.896484149E0,-1.245029867E-1,2.302176505E-2,1.562881470E-2,1.275745084E-1
3.904660188E0,-1.425799429E-1,4.240944237E-2,8.432388306E-3,1.489923022E-1
3.912833457E0,-8.685905486E-2,9.264074266E-3,3.236389160E-2,9.315438778E-2
3.921007303E0,-1.046733335E-1,-8.131474257E-2,-5.145263672E-2,1.421828679E-1
3.929180995E0,-1.082502306E-3,-7.830137014E-2,5.387878418E-2,9.505366780E-2
3.937355803E0,-2.420806885E-2,-1.326569170E-2,-5.147838593E-2,5.841261329E-2
3.945530226E0,5.987397581E-2,4.202787578E-2,1.794719696E-2,7.532155867E-2
3.953703880E0,-2.908822894E-1,-2.229514420E-1,-1.442536354E0,1.488365205E0
3.961877764E0,1.011246562E0,-1.583860278E0,1.790050888E1,1.799887361E1
3.970049880E0,2.093998492E-1,6.492109299E-1,-5.641515255E0,5.682606576E0
3.978223495E0,5.481666327E-1,-5.938600302E-1,-6.544256210E-1,1.039917923E0
3.986398572E0,-2.144796401E-2,5.498628020E-1,-1.688721657E0,1.776116536E0
3.994593303E0,4.652624428E-1,4.562797546E-1,1.459650040E0,1.598511368E0
4.002770072E0,7.511943579E-2,4.584356546E-1,-9.704370499E-1,1.075896950E0
4.010944995E0,-1.237499341E-1,-2.464309335E-1,6.216888428E-1,6.801023955E-1
4.019119610E0,-3.611071110E-1,-2.691347003E-1,5.182838440E-2,4.533409467E-1
4.027294033E0,-3.247535825E-1,-4.451603889E-1,-4.581565857E-1,7.166171350E-1
4.035469418E0,-7.104623318E-2,-7.519017160E-2,2.576932907E-1,2.776814024E-1
4.043644726E0,-1.564635187E-1,3.825342059E-1,-1.373643875E-1,4.355252304E-1
4.051820572E0,-2.726012468E-1,2.075443715E-1,4.252634048E-1,5.461090270E-1
4.059995610E0,-4.274901003E-2,-8.846797049E-2,-1.110506058E-1,1.482777687E-1
4.068171149E0,-8.751930296E-2,-3.508918881E-1,-1.900787354E-1,4.085519198E-1
4.076347533E0,1.114839166E-1,-1.801815927E-1,1.427021027E-1,2.554563762E-1
4.084537687E0,-1.272037029E-1,8.360956609E-2,-3.687667847E-2,1.566244904E-1
4.092730802E0,1.224420741E-1,2.106786817E-1,-7.519245148E-2,2.550126923E-1
4.100905879E0,7.451155782E-2,-3.326996416E-2,9.239768982E-2,1.232728512E-1
4.109081918E0,4.357419908E-2,-2.002213299E-1,-4.168796539E-2,2.091056629E-1
4.117255533E0,-1.238815263E-1,-1.922078580E-1,8.578300476E-3,2.288319918E-1
4.125429302E0,-4.239547998E-2,1.886737347E-2,6.363868713E-2,7.876063105E-2
4.133602648E0,-1.925439835E-1,1.075873822E-1,-3.408432007E-3,2.205897726E-1
4.141775187E0,-1.414546818E-1,7.664707303E-2,3.967666626E-2,1.657058799E-1
4.149947533E0,-1.690130532E-1,-8.791379631E-2,3.007984161E-2,1.928705384E-1
4.158121648E0,-7.887578011E-2,-1.540482342E-1,-5.374526978E-2,1.812203112E-1
4.166295956E0,-7.791109383E-2,-5.256769061E-2,8.749198914E-2,1.284069655E-1
4.174471110E0,-2.394867688E-2,4.611305892E-2,-4.181480408E-2,6.669656039E-2
4.182667379E0,6.959930807E-2,6.803256273E-2,5.394649506E-2,1.112776600E-1
4.190842956E0,6.754187495E-2,-2.037897706E-2,-8.308410645E-3,7.103687257E-2
4.199017687E0,3.150990605E-2,-9.663702548E-2,6.053924561E-3,1.018245495E-1
4.207192994E0,-1.846022159E-2,-9.628920257E-2,-3.226089478E-2,1.032141252E-1
4.215367110E0,-1.618248969E-2,-1.628026366E-4,3.237915039E-2,3.619818859E-2
4.223541725E0,-8.278746903E-2,4.290944338E-2,2.998161316E-2,9.794836643E-2
4.231717186E0,-9.469721466E-2,2.643240243E-2,4.434204102E-2,1.078538408E-1
4.239891302E0,-1.442462355E-1,-8.329682052E-2,-2.989101410E-2,1.692300490E-1
4.248066956E0,-7.674215734E-2,-8.995956182E-2,2.277183533E-2,1.204185947E-1
4.256243225E0,-1.092007756E-1,-4.153291136E-2,-1.555347443E-2,1.178630675E-1
4.264419455E0,-3.419926390E-2,2.820543200E-2,3.232002258E-2,5.486091419E-2
4.272593609E0,-1.444347948E-2,1.895963401E-2,-1.317977905E-2,2.723579257E-2
4.280788494E0,5.763321370E-2,-4.298445582E-2,2.033329010E-2,7.471742401E-2
4.288979263E0,-3.591716588E-1,-6.717717052E-1,-7.075653076E-1,1.039677916E0
4.297152878E0,2.249990702E0,-1.404230475E0,3.904392624E1,3.913390471E1
4.305326878E0,-4.547469020E-1,5.148885846E-1,-5.854892731E0,5.895055037E0
4.313500994E0,1.769698411E-2,-9.596353173E-1,-2.586657524E0,2.758987182E0
4.321674186E0,8.396509886E-1,1.029284954E0,1.026254654E0,1.678582710E0
4.329848994E0,3.822391629E-1,6.638942957E-1,-2.858800888E-1,8.176734303E-1
4.338043917E0,2.586485147E-1,-1.649261415E-1,-6.497879028E-1,7.185568906E-1
4.346217109E0,9.789666533E-2,-7.132413983E-1,-4.410362244E-2,7.212781564E-1
4.354390724E0,-6.996198297E-1,-5.322543383E-1,4.059915543E-1,9.682932039E-1
4.362563724E0,1.069402024E-1,2.309059501E-1,-9.132289886E-1,9.480194884E-1
4.370737686E0,-1.122534275E-1,4.329975247E-1,9.087600708E-1,1.012883288E0
4.378911801E0,-1.209296286E-2,3.452475667E-1,-4.200534821E-1,5.438630801E-1
4.387104147E0,-3.003693223E-1,-2.333150804E-1,3.721427917E-2,3.821551506E-1
4.395277455E0,3.549518436E-2,-3.951016665E-1,6.116104126E-2,4.013800044E-1
4.403453070E0,-8.048722148E-2,-1.863492727E-1,-3.027772903E-1,3.645248027E-1
4.411629686E0,1.203322262E-1,1.515270025E-1,3.173198700E-1,3.716613741E-1
4.419803840E0,-3.588296473E-3,3.097483516E-1,-2.501144409E-1,3.981383563E-1
4.427977878E0,6.820884347E-2,4.912488163E-2,-1.184368134E-1,1.452342214E-1
4.436152109E0,-3.516019881E-2,-2.019089013E-1,1.114063263E-1,2.332698299E-1
4.444326955E0,-4.934978485E-2,-2.231604010E-1,-1.016836166E-1,2.501510018E-1
4.452501532E0,-9.001150727E-2,-4.329978675E-2,-4.901504517E-2,1.112628313E-1
4.460676570E0,-5.176955089E-2,1.863945127E-1,1.616783142E-1,2.521167944E-1
4.468853301E0,-1.853249073E-1,1.144797951E-1,-6.098747253E-2,2.262087897E-1
4.477029185E0,-8.702711761E-2,-6.962737441E-2,1.185731888E-1,1.627307333E-1
4.485223878E0,-1.131790131E-1,-1.793557107E-1,1.250267029E-3,2.120837645E-1
4.493400839E0,-7.905858010E-2,-1.026290357E-1,1.242637634E-3,1.295550933E-1
4.501575224E0,-1.217160374E-2,8.910405636E-2,8.982753754E-2,1.271088797E-1
4.509749878E0,-2.091255784E-2,1.153557971E-1,-8.974552155E-2,1.476433325E-1
4.517925147E0,8.644708991E-2,2.936881781E-2,7.066822052E-2,1.154539917E-1
4.526097493E0,-2.096875757E-2,-1.117331982E-1,1.080799103E-2,1.141963617E-1
4.534270185E0,6.161779165E-4,-1.018877476E-1,-1.553249359E-2,1.030667316E-1
4.542444954E0,-6.850883365E-2,-2.283687890E-2,1.080036163E-2,7.301801926E-2
4.550619301E0,-3.731181473E-2,8.235197514E-2,2.277278900E-2,9.323421715E-2
4.558794224E0,-1.421028823E-1,2.740552276E-2,2.037143707E-2,1.461481689E-1
4.566967954E0,-6.983105838E-2,-3.682263941E-2,2.993774414E-2,8.443075276E-2
4.575156839E0,-1.383747607E-1,-1.130763441E-1,-1.795864105E-2,1.796005201E-1
4.583349762E0,-4.212225974E-2,-5.032955855E-2,4.188537598E-2,7.785713808E-2
4.591523108E0,-7.479491830E-2,3.135012090E-2,-1.798152924E-2,8.306891884E-2
4.599696223E0,-2.508044243E-3,6.032644212E-2,3.560066223E-3,6.048341902E-2
4.607871262E0,2.900287509E-4,-2.092552185E-2,2.270793915E-2,3.088061013E-2
4.616046531E0,5.316524208E-2,-7.813273370E-2,-1.239776611E-3,9.451351272E-2
4.624221723E0,-5.193579793E-1,-7.457877398E-1,-3.003621578E0,3.138100484E0
4.632395146E0,2.232059240E0,-1.746486425E0,3.203116226E1,3.215630046E1
4.640569069E0,-4.532350600E-1,4.617523253E-1,-6.159139633E0,6.193031427E0
4.648742492E0,8.569852114E-1,3.633030057E-1,-3.219022751E-1,9.849029400E-1
4.656916992E0,4.820442200E-1,7.713052034E-1,3.970623016E-2,9.104147031E-1
4.665090916E0,3.384112418E-1,4.812109470E-1,-1.614694595E-1,6.100479739E-1
4.673282685E0,2.904653251E-1,2.425801456E-1,-3.218736649E-1,4.968076975E-1
4.681455339E0,-3.812859207E-2,-5.034242868E-1,-6.335544586E-2,5.088258195E-1
4.689629338E0,-7.077198625E-1,-5.379679799E-1,4.992580414E-1,1.019576159E0
4.697802338E0,7.000967860E-3,-2.348403633E-2,-7.984094620E-1,7.987854421E-1
4.705975569E0,-1.451676637E-1,2.860611081E-1,5.758676529E-1,6.591875013E-1
4.714150338E0,9.452916682E-3,5.234119892E-1,-5.973100662E-1,7.942473061E-1
4.722325608E0,-1.661531329E-1,-7.470876724E-2,3.579559326E-1,4.016474987E-1
4.730499531E0,1.070662141E-1,-3.776386082E-1,-7.538795471E-2,3.996966804E-1
4.738671761E0,-5.227635428E-2,-3.702908456E-1,-3.028497696E-1,4.812131654E-1
4.746844492E0,1.556321383E-1,3.461266309E-2,2.310571671E-1,2.807255125E-1
4.755018569E0,-2.601192892E-2,3.100646436E-1,-1.568069458E-1,3.484323778E-1
4.763192377E0,1.249074191E-1,1.379313171E-1,-7.062053680E-2,1.990330922E-1
4.771385992E0,-4.072075337E-2,-1.106603816E-1,1.448574066E-1,1.867821407E-1
4.779578723E0,-8.100001514E-2,-2.563139200E-1,-9.696674347E-2,2.857627992E-1
4.787752915E0,-1.981118917E-1,-1.267811954E-1,-2.514553070E-2,2.365461707E-1
4.795927300E0,-7.130213082E-2,1.220116913E-1,2.166719437E-1,2.586843208E-1
4.804102646E0,-2.095736563E-1,1.650164127E-1,-1.089429855E-1,2.881321016E-1
4.812278300E0,-3.006644547E-2,2.868270129E-2,1.400527954E-1,1.460872137E-1
4.820454069E0,-1.278008223E-1,-1.815835983E-1,-3.712844849E-2,2.251314616E-1
4.828648684E0,-4.348584637E-2,-1.597535759E-1,-3.713607788E-2,1.696800287E-1
4.836822684E0,1.383756101E-2,1.047822088E-2,1.065139771E-1,1.079189442E-1
4.844994492E0,5.739390850E-2,9.912660718E-2,-3.953838348E-2,1.211751986E-1
4.853168492E0,1.002789214E-1,7.060220093E-2,4.665374756E-2,1.312139666E-1
4.861342299E0,1.181968302E-2,-6.099344417E-2,2.031517029E-2,6.536521462E-2
4.869516492E0,-2.891100198E-2,-1.110761911E-1,-3.235912323E-2,1.192513275E-1
4.877711645E0,-6.950654089E-2,-6.051840261E-2,2.988529205E-2,9.688532893E-2
